name,cas_number,smiles,molecular_formula,delta_d,delta_p,delta_h,molecular_weight,boiling_point,density,category,cf_class,cf_subclass,name_iupac,name_common,name_acronyms,ghs_hazard,confidence,source,source_url
3-Methoxy-3-Methyl Butanol,56539-66-3,,,16.0,6.3,12.9,,,,alcohol,Organooxygen compounds,Ethers,3-methoxy-3-methyl butanol,3-Methoxy-3-Methyl Butanol,,,0.7,hsp_solvents_2,
3-Methoxypropionitrile,110-67-8,,,16.6,14.4,7.8,,,,nitrile,,,3-methoxypropionitrile,3-Methoxypropionitrile,,,0.7,hsp_solvents_2,
3-Methyl Allyl Alcohol,504-61-0,,,16.0,6.0,15.5,,,,alcohol,Organooxygen compounds,Alcohols and polyols,3-methyl allyl alcohol,3-Methyl Allyl Alcohol,,,0.7,hsp_solvents_2,
3-Methyl Cyclohexanol (Mix),591-23-1,,,17.2,6.4,12.5,,,,alcohol,Organooxygen compounds,Alcohols and polyols,3-methyl cyclohexanol (mix),3-Methyl Cyclohexanol (Mix),,,0.7,hsp_solvents_2,
3-Methyl Cyclohexanone,591-24-2,,,17.7,7.7,4.7,,,,ketone,Organooxygen compounds,Carbonyl compounds,3-methyl cyclohexanone,3-Methyl Cyclohexanone,,,0.7,hsp_solvents_2,
3-Methyl Isoxazole,30842-90-1,,,19.4,14.8,11.8,,,,heterocyclic,Azoles,Isoxazoles,3-methyl isoxazole,3-Methyl Isoxazole,,,0.7,hsp_solvents_2,
"3-Methyl-1,2-Butadiene",598-25-4,,,15.1,2.5,4.5,,,,hydrocarbon,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,"3-methyl-1,2-butadiene","3-Methyl-1,2-Butadiene",,,0.7,hsp_solvents_2,
3-Methyl-1-Butene,563-45-1,,,14.0,1.4,3.8,,,,hydrocarbon,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,3-methyl-1-butene,3-Methyl-1-Butene,,,0.7,hsp_solvents_2,
3-Methyl-2-Butanol,598-75-4,,,15.6,5.2,13.4,,,,alcohol,,,3-methyl-2-butanol,3-Methyl-2-Butanol,,,0.7,hsp_solvents_2,
3-Methyl-3-Methoxy Butyl Acetate,103429-90-9,,,15.3,3.8,7.7,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,3-methyl-3-methoxy butyl acetate,3-Methyl-3-Methoxy Butyl Acetate,,,0.7,hsp_solvents_2,
3-n-Butyl Toluene,1595-04-6,,,17.4,0.1,1.0,,,,aromatic,Benzene and substituted derivatives,Toluenes,3-n-butyl toluene,3-n-Butyl Toluene,,,0.7,hsp_solvents_2,
3-Nitroaniline,99-09-2,,,21.4,17.7,10.6,,,,amine,,,3-nitroaniline,3-Nitroaniline,,,0.7,hsp_solvents_2,
"4,4'-Methylenebis(Phenylisocyanate)",101-68-8,,,19.5,4.1,1.7,,,,amide,Benzene and substituted derivatives,Diphenylmethanes,"4,4'-methylenebis(phenylisocyanate)","4,4'-Methylenebis(Phenylisocyanate)",,,0.7,hsp_solvents_2,
4-(Trifluoromethyl) Acetophenone,709-63-7,,,18.8,6.1,3.5,,,,ketone,Organooxygen compounds,Carbonyl compounds,4-(trifluoromethyl) acetophenone,4-(Trifluoromethyl) Acetophenone,,,0.7,hsp_solvents_2,
4-Aminopyridine,504-24-5,,,20.4,16.1,12.9,,,,amine,Pyridines and derivatives,Aminopyridines and derivatives,4-aminopyridine,4-Aminopyridine,,,0.7,hsp_solvents_2,
"4-Bromo-1,2-Butadiene",18668-68-3,,,17.0,6.5,4.7,,,,halogenated,Organobromides,,"4-bromo-1,2-butadiene","4-Bromo-1,2-Butadiene",,,0.7,hsp_solvents_2,
4-Bromo-1-Butene,5162-44-7,,,16.5,6.0,4.5,,,,halogenated,Organobromides,,4-bromo-1-butene,4-Bromo-1-Butene,,,0.7,hsp_solvents_2,
"4-Chloro-1,2-Butadiene",25790-55-0,,,16.6,8.0,6.7,,,,halogenated,,,"4-chloro-1,2-butadiene","4-Chloro-1,2-Butadiene",,,0.7,hsp_solvents_2,
4-Chloro-2-Nitrotoluene,89-59-8,,,19.9,11.8,3.8,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,4-chloro-2-nitrotoluene,4-Chloro-2-Nitrotoluene,,,0.7,hsp_solvents_2,
4-Chloroanisole,623-12-1,,,19.6,7.8,6.7,,,,ether,Phenol ethers,Anisoles,4-chloroanisole,4-Chloroanisole,,,0.7,hsp_solvents_2,
4-Chlorobenzaldehyde,104-88-1,,,19.9,7.2,5.6,,,,halogenated,Benzene and substituted derivatives,Benzoyl derivatives,4-chlorobenzaldehyde,4-Chlorobenzaldehyde,,,0.7,hsp_solvents_2,
4-Chlorobenzonitrile,623-03-0,,,19.5,8.0,4.1,,,,nitrile,Benzene and substituted derivatives,Benzonitriles,4-chlorobenzonitrile,4-Chlorobenzonitrile,,,0.7,hsp_solvents_2,
4-Chlorobenzotrichloride,5216-25-1,,,20.3,5.5,3.5,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,4-chlorobenzotrichloride,4-Chlorobenzotrichloride,,,0.7,hsp_solvents_2,
4-Chlorobenzyl Alcohol,873-76-7,,,19.6,7.5,13.0,,,,alcohol,Benzene and substituted derivatives,Benzyl alcohols,4-chlorobenzyl alcohol,4-Chlorobenzyl Alcohol,,,0.7,hsp_solvents_2,
4-Chlorothiophenol,106-54-7,,,20.8,8.6,10.6,,,,alcohol,Thiophenols,,4-chlorothiophenol,4-Chlorothiophenol,,,0.7,hsp_solvents_2,
4-Ethoxy Acetophenone,1676-63-7,,,18.8,10.3,6.4,,,,ketone,,,4-ethoxy acetophenone,4-Ethoxy Acetophenone,,,0.7,hsp_solvents_2,
4-Ethyl Morpholine,100-74-3,,,17.7,5.0,6.6,,,,amine,Oxazinanes,Morpholines,4-ethyl morpholine,4-Ethyl Morpholine,,,0.7,hsp_solvents_2,
4-Ethyl Phenol,123-07-9,,,18.3,5.2,12.6,,,,alcohol,Phenols,1-hydroxy-2-unsubstituted benzenoids,4-ethyl phenol,4-Ethyl Phenol,,,0.7,hsp_solvents_2,
"4-Ethyl-1,3-Dioxolane-2-One",4437-85-8,,,17.5,9.8,3.0,,,,ether,Organic carbonic acids and derivatives,Carbonic acid diesters,"4-ethyl-1,3-dioxolane-2-one","4-Ethyl-1,3-Dioxolane-2-One",,,0.7,hsp_solvents_2,
4-Fluoro-3-Nitrobenzofluoride,364-74-9,,,19.4,7.2,3.7,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,4-fluoro-3-nitrobenzofluoride,4-Fluoro-3-Nitrobenzofluoride,,,0.7,hsp_solvents_2,
4-Fluoropropiophenone,582-83-2,,,19.6,7.1,3.5,,,,ketone,Organooxygen compounds,Carbonyl compounds,4-fluoropropiophenone,4-Fluoropropiophenone,,,0.7,hsp_solvents_2,
4-Hydroxy Benzaldehyde,123-08-0,,,19.4,15.2,14.5,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,4-hydroxy benzaldehyde,4-Hydroxy Benzaldehyde,,,0.7,hsp_solvents_2,
4-Hydroxycinnamic Acid,7400-08-0,,,19.1,6.7,15.9,,,,acid,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,4-hydroxycinnamic acid,4-Hydroxycinnamic Acid,,,0.7,hsp_solvents_2,
"4-Iodo-1,2-Butadiene",29871-57-6,,,17.4,6.3,6.2,,,,halogenated,,,"4-iodo-1,2-butadiene","4-Iodo-1,2-Butadiene",,,0.7,hsp_solvents_2,
4-Methoxy Acetophenone,100-06-1,,,18.9,11.2,7.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,4-methoxy acetophenone,4-Methoxy Acetophenone,,,0.7,hsp_solvents_2,
4-Methoxy Benzonitrile,874-90-8,,,19.4,16.7,5.4,,,,nitrile,Benzene and substituted derivatives,Benzonitriles,4-methoxy benzonitrile,4-Methoxy Benzonitrile,,,0.7,hsp_solvents_2,
4-Methyl Cyclohexanol (Mix),589-91-3,,,17.2,6.3,12.5,,,,alcohol,Organooxygen compounds,Alcohols and polyols,4-methyl cyclohexanol (mix),4-Methyl Cyclohexanol (Mix),,,0.7,hsp_solvents_2,
4-Nitrophenol,100-02-7,,,20.0,14.5,14.2,,,,alcohol,Phenols,Nitrophenols,4-nitrophenol,4-Nitrophenol,,,0.7,hsp_solvents_2,
4-Pentenal,2100-17-6,,,15.5,8.1,6.8,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,4-pentenal,4-Pentenal,,,0.7,hsp_solvents_2,
4-Vinyl Pyridine,100-43-6,,,18.1,7.2,6.8,,,,amine,Pyridines and derivatives,,4-vinyl pyridine,4-Vinyl Pyridine,,,0.7,hsp_solvents_2,
"5,6-Dihydroxyindole",3131-52-0,,,19.5,8.8,17.9,,,,heterocyclic,Indoles and derivatives,Hydroxyindoles,"5,6-dihydroxyindole","5,6-Dihydroxyindole",,,0.7,hsp_solvents_2,
"5,6-Dihydroxyindole-2-Carboxylic Acid",4790-08-03 00:00:00,,,19.5,8.1,17.7,,,,acid,,,"5,6-dihydroxyindole-2-carboxylic acid","5,6-Dihydroxyindole-2-Carboxylic Acid",,,0.7,hsp_solvents_2,
"5,6-Indolequinone",,,,19.5,9.3,7.8,,,,ketone,,,"5,6-indolequinone","5,6-Indolequinone",,,0.7,hsp_solvents_2,
"5,6-Indolequinone-2-Carboxylic Acid",,,,19.5,8.3,10.6,,,,ketone,,,"5,6-indolequinone-2-carboxylic acid","5,6-Indolequinone-2-Carboxylic Acid",,,0.7,hsp_solvents_2,
5-Bromo-2-Nitrobenzotrifluoride,344-38-7,,,20.0,6.0,4.9,,,,nitro,Benzene and substituted derivatives,Trifluoromethylbenzenes,5-bromo-2-nitrobenzotrifluoride,5-Bromo-2-Nitrobenzotrifluoride,,,0.7,hsp_solvents_2,
6-Chloro-2-Nitrotoluene,83-42-1,,,20.3,9.6,3.8,,,,nitro,Benzene and substituted derivatives,Nitrobenzenes,6-chloro-2-nitrotoluene,6-Chloro-2-Nitrotoluene,,,0.7,hsp_solvents_2,
"9,10-Anthraquinone",84-65-1,,,20.3,7.6,4.8,,,,ketone,Anthracenes,Anthraquinones,"9,10-anthraquinone","9,10-Anthraquinone",,,0.7,hsp_solvents_2,
"9,10-Phenanthrenequinone",84-11-7,,,20.3,17.1,4.8,,,,ketone,Phenanthrenes and derivatives,Phenanthraquinones,"9,10-phenanthrenequinone","9,10-Phenanthrenequinone",,,0.7,hsp_solvents_2,
a-Methyl Styrene,98-83-9,,,18.5,2.4,2.4,,,,aromatic,Benzene and substituted derivatives,Phenylpropenes,a-methyl styrene,a-Methyl Styrene,,,0.7,hsp_solvents_2,
Acetaldehyde,75-07-0,,,14.7,12.5,7.9,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,acetaldehyde,Acetaldehyde,,,0.7,hsp_solvents_2,
Acetaldoxime,107-29-9,,,16.3,4.0,20.2,,,,amine,Organonitrogen compounds,Oximes,acetaldoxime,Acetaldoxime,,,0.7,hsp_solvents_2,
Acetamide,60-35-5,,,17.3,18.7,19.3,,,,amide,Carboximidic acids and derivatives,Carboximidic acids,acetamide,Acetamide,,,0.7,hsp_solvents_2,
Acetanilide,103-84-4,,,20.6,14.4,13.5,,,,amide,Benzene and substituted derivatives,,acetanilide,Acetanilide,,,0.7,hsp_solvents_2,
Acetic Acid,64-19-7,,,14.5,8.0,13.5,,,,acid,Carboxylic acids and derivatives,Carboxylic acids,acetic acid,Acetic Acid,AcOH; HOAc,,0.7,hsp_solvents_2,
Acetic Anhydride,108-24-7,,,16.0,11.7,10.2,,,,ester,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,acetic anhydride,Acetic Anhydride,Ac2O,,0.7,hsp_solvents_2,
Acetone,67-64-1,,,15.5,10.4,7.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,acetone,Acetone,,,0.7,hsp_solvents_2,
Acetonecyanhydrin,75-86-5,,,16.6,12.2,15.5,,,,ketone,Organooxygen compounds,Alcohols and polyols,acetonecyanhydrin,Acetonecyanhydrin,,,0.7,hsp_solvents_2,
Acetonemethyloxime,3376-35-0,,,14.7,4.6,4.6,,,,ketone,Organonitrogen compounds,Oximes,acetonemethyloxime,Acetonemethyloxime,,,0.7,hsp_solvents_2,
Acetonitrile,75-05-8,,,15.3,18.0,6.1,,,,nitrile,Organonitrogen compounds,Organic cyanides,acetonitrile,Acetonitrile,MeCN; ACN,,0.7,hsp_solvents_2,
Acetophenone,98-86-2,,,18.8,9.0,4.0,,,,ketone,Organooxygen compounds,Carbonyl compounds,acetophenone,Acetophenone,,,0.7,hsp_solvents_2,
Acetoxime,127-06-0,,,16.3,3.7,10.9,,,,amine,Organonitrogen compounds,Oximes,acetoxime,Acetoxime,,,0.7,hsp_solvents_2,
Acetyl Salicylic Acid,50-78-2,,,19.0,6.9,9.7,,,,acid,Benzene and substituted derivatives,Benzoic acids and derivatives,acetyl salicylic acid,Acetyl Salicylic Acid,,,0.7,hsp_solvents_2,
Acetyl Triethyl Citrate,77-89-4,,,16.6,3.5,8.6,,,,ester,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,acetyl triethyl citrate,Acetyl Triethyl Citrate,,,0.7,hsp_solvents_2,
Acetylacetone,123-54-6,,,16.1,10.0,6.2,,,,ketone,Organooxygen compounds,Carbonyl compounds,acetylacetone,Acetylacetone,,,0.7,hsp_solvents_2,
Acetylbromide,506-96-7,,,16.7,10.6,5.2,,,,halogenated,Acyl halides,Acyl bromides,acetylbromide,Acetylbromide,,,0.7,hsp_solvents_2,
Acetylchloride,75-36-5,,,16.2,11.2,5.8,,,,halogenated,,,acetylchloride,Acetylchloride,,,0.7,hsp_solvents_2,
Acetylene (Ethyne),74-86-2,,,14.4,4.2,11.9,,,,hydrocarbon,,,acetylene (ethyne),Acetylene (Ethyne),,,0.7,hsp_solvents_2,
Acetylfluoride,557-99-3,,,14.7,14.0,5.7,,,,halogenated,Acyl halides,Acyl fluorides,acetylfluoride,Acetylfluoride,,,0.7,hsp_solvents_2,
Acridine,260-94-6,,,20.0,5.9,2.0,,,,heterocyclic,,,acridine,Acridine,,,0.7,hsp_solvents_2,
Acrolein,107-02-8,,,15.5,10.0,8.6,,,,aldehyde,Organooxygen compounds,Carbonyl compounds,acrolein,Acrolein,,,0.7,hsp_solvents_2,
Acrylamide,79-06-1,,,15.8,12.1,12.8,,,,amide,,,acrylamide,Acrylamide,,,0.7,hsp_solvents_2,
Acrylic Acid,79-10-7,,,16.6,6.4,10.0,,,,acid,Carboxylic acids and derivatives,Acrylic acids and derivatives,acrylic acid,Acrylic Acid,,,0.7,hsp_solvents_2,
Acrylonitrile,107-13-1,,,16.0,12.8,6.8,,,,nitrile,,,acrylonitrile,Acrylonitrile,,,0.7,hsp_solvents_2,
Acrylylchloride,814-68-6,,,16.2,11.6,5.4,,,,halogenated,,,acrylylchloride,Acrylylchloride,,,0.7,hsp_solvents_2,
Adenine,73-24-5,,,20.0,16.0,14.9,,,,heterocyclic,Imidazopyrimidines,Purines and purine derivatives,adenine,Adenine,,,0.7,hsp_solvents_2,
"Adipic Acid (1,6-Hexanedioic)",124-04-9,,,17.1,10.0,16.3,,,,acid,,,"adipic acid (1,6-hexanedioic)","Adipic Acid (1,6-Hexanedioic)",,,0.7,hsp_solvents_2,
Adonitol,488-81-3,,,18.0,12.0,36.0,,,,alcohol,,,adonitol,Adonitol,,,0.7,hsp_solvents_2,
Adrenalin,51-43-4,,,20.5,8.7,19.9,,,,other,,,adrenalin,Adrenalin,,,0.7,hsp_solvents_2,
Allyl Acetate,591-87-7,,,15.7,4.5,8.0,,,,ester,,,allyl acetate,Allyl Acetate,,,0.7,hsp_solvents_2,
Allyl Acetic Acid,591-80-0,,,16.7,4.7,11.3,,,,acid,Fatty Acyls,Fatty acids and conjugates,allyl acetic acid,Allyl Acetic Acid,,,0.7,hsp_solvents_2,
Allyl Acetoacetate,1118-84-9,,,15.9,6.9,8.6,,,,ester,Keto acids and derivatives,Beta-keto acids and derivatives,allyl acetoacetate,Allyl Acetoacetate,,,0.7,hsp_solvents_2,
Allyl Alcohol,107-18-6,,,16.2,10.8,16.8,,,,alcohol,Organooxygen compounds,Alcohols and polyols,allyl alcohol,Allyl Alcohol,,,0.7,hsp_solvents_2,
Allyl Amine,107-11-9,,,15.5,5.7,10.6,,,,amine,Organonitrogen compounds,Amines,allyl amine,Allyl Amine,,,0.7,hsp_solvents_2,
Allyl Bromide (3-Bromoprene),106-95-6,,,16.5,7.3,4.9,,,,halogenated,Organobromides,,allyl bromide (3-bromoprene),Allyl Bromide (3-Bromoprene),,,0.7,hsp_solvents_2,
Allyl Chloride,107-05-1,,,17.0,6.2,2.3,,,,halogenated,Organochlorides,,allyl chloride,Allyl Chloride,,,0.7,hsp_solvents_2,
Allyl Cyanide,109-75-1,,,16.0,14.3,5.6,,,,nitrile,Organonitrogen compounds,Organic cyanides,allyl cyanide,Allyl Cyanide,,,0.7,hsp_solvents_2,
Allyl Ethylether,557-31-3,,,15.0,4.8,5.1,,,,ether,Organooxygen compounds,Ethers,allyl ethylether,Allyl Ethylether,,,0.7,hsp_solvents_2,
Allyl Fluoride,818-92-8,,,14.9,6.4,1.0,,,,halogenated,Organofluorides,,allyl fluoride,Allyl Fluoride,,,0.7,hsp_solvents_2,
Allyl Formate,1838-59-1,,,15.7,5.4,8.8,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,allyl formate,Allyl Formate,,,0.7,hsp_solvents_2,
Allyl Iodide,556-56-9,,,18.3,6.4,3.3,,,,halogenated,Organoiodides,,allyl iodide,Allyl Iodide,,,0.7,hsp_solvents_2,
Allyl Isocyanide,2835-21-4,,,16.1,13.0,5.4,,,,nitrile,Organonitrogen compounds,Organic isocyanides,allyl isocyanide,Allyl Isocyanide,,,0.7,hsp_solvents_2,
Allyl Isopropyl Ether,6140-80-3,,,15.0,4.1,7.1,,,,ether,,,allyl isopropyl ether,Allyl Isopropyl Ether,,,0.7,hsp_solvents_2,
Allyl Isothiocyanate,57-06-7,,,17.0,11.3,8.5,,,,sulfur compound,Isothiocyanates,,allyl isothiocyanate,Allyl Isothiocyanate,,,0.7,hsp_solvents_2,
Allyl Mercaptan,870-23-5,,,16.4,6.2,7.9,,,,sulfur compound,Allyl sulfur compounds,,allyl mercaptan,Allyl Mercaptan,,,0.7,hsp_solvents_2,
Allyl Methacrylate,96-05-9,,,15.2,4.1,7.5,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,allyl methacrylate,Allyl Methacrylate,,,0.7,hsp_solvents_2,
Allyl Methyl Ether,627-40-7,,,15.0,4.3,5.9,,,,ether,Organooxygen compounds,Ethers,allyl methyl ether,Allyl Methyl Ether,,,0.7,hsp_solvents_2,
Allylacetonitrile (4-Pentenenitrile),592-51-8,,,16.3,11.2,5.0,,,,nitrile,Organonitrogen compounds,Organic cyanides,allylacetonitrile (4-pentenenitrile),Allylacetonitrile (4-Pentenenitrile),MeCN; ACN,,0.7,hsp_solvents_2,
"Alpha,Alpha,A-Trifluoro Toluene",98-08-8,,,17.5,8.8,0.0,,,,halogenated,,,"alpha,alpha,a-trifluoro toluene","Alpha,Alpha,A-Trifluoro Toluene",,,0.7,hsp_solvents_2,
Ammonia,7664-41-7,,,13.7,16.7,18.8,,,,inorganic,,,ammonia,Ammonia,,,0.7,hsp_solvents_2,
Amphetamine,300-62-9,,,17.5,4.3,6.3,,,,amine,,,amphetamine,Amphetamine,,,0.7,hsp_solvents_2,
Amyl Acetate,628-63-7,,,15.8,3.3,6.1,,,,ester,Carboxylic acids and derivatives,Carboxylic acid derivatives,amyl acetate,Amyl Acetate,,,0.7,hsp_solvents_2,
Anethole (Trans),104-46-1,,,18.5,4.3,6.0,,,,aromatic,Phenol ethers,Anisoles,anethole (trans),Anethole (Trans),,,0.7,hsp_solvents_2,
Aniline,62-53-3,,,20.1,5.8,11.2,,,,amine,,,aniline,Aniline,,,0.7,hsp_solvents_2,
Anisaldehyde (2-Methoxy Benzaldehyde),135-02-4,,,19.4,11.9,8.3,,,,aldehyde,Benzene and substituted derivatives,Benzoyl derivatives,anisaldehyde (2-methoxy benzaldehyde),Anisaldehyde (2-Methoxy Benzaldehyde),,,0.7,hsp_solvents_2,
Anisidine (2-Methoxyaniline),90-04-0,,,19.5,5.4,11.4,,,,amine,,,anisidine (2-methoxyaniline),Anisidine (2-Methoxyaniline),,,0.7,hsp_solvents_2,
Anisole,100-66-3,,,17.8,4.4,6.9,,,,ether,Phenol ethers,Anisoles,anisole,Anisole,,,0.7,hsp_solvents_2,
Ascorbic Acid,50-81-7,,,18.0,11.7,25.5,,,,acid,,,ascorbic acid,Ascorbic Acid,,,0.7,hsp_solvents_2,
Azidoethane,871-31-8,,,15.9,8.9,12.9,,,,other,"Allyl-type 1,3-dipolar organic compounds",Azo imides,azidoethane,Azidoethane,,,0.7,hsp_solvents_2,
"Benzal Chloride (Alpha,A-Dichlorobenzene)",98-87-3,,,19.0,7.6,2.4,,,,halogenated,,,"benzal chloride (alpha,a-dichlorobenzene)","Benzal Chloride (Alpha,A-Dichlorobenzene)",,,0.7,hsp_solvents_2,
Benzaldehyde,100-52-7,,,19.4,7.4,5.3,,,,aldehyde,Benzene and substituted derivatives,Benzoyl derivatives,benzaldehyde,Benzaldehyde,,,0.7,hsp_solvents_2,
Benzamide,55-21-0,,,21.2,14.7,11.2,,,,amide,Benzene and substituted derivatives,Benzoic acids and derivatives,benzamide,Benzamide,,,0.7,hsp_solvents_2,
Benzene,71-43-2,,,18.4,0.0,2.0,,,,aromatic,,,benzene,Benzene,,,0.7,hsp_solvents_2,
Benzimidazole,51-17-2,,,20.6,14.9,11.0,,,,amine,Benzimidazoles,,benzimidazole,Benzimidazole,,,0.7,hsp_solvents_2,
Benzisoxazole,271-58-9,,,20.6,11.5,8.8,,,,heterocyclic,,,benzisoxazole,Benzisoxazole,,,0.7,hsp_solvents_2,
Benzoic Acid,65-85-0,,,20.0,6.9,10.8,,,,acid,,,benzoic acid,Benzoic Acid,,,0.7,hsp_solvents_2,
Benzoin,119-53-9,,,19.9,9.7,10.7,,,,ketone,Stilbenes,Benzoins,benzoin,Benzoin,,,0.7,hsp_solvents_2,
Benzonitrile,100-47-0,,,18.8,12.0,3.3,,,,nitrile,,,benzonitrile,Benzonitrile,,,0.7,hsp_solvents_2,
Benzophenone,119-61-9,,,19.5,7.2,5.1,,,,ketone,Benzene and substituted derivatives,Benzophenones,benzophenone,Benzophenone,,,0.7,hsp_solvents_2,
Benzothiazole,95-16-9,,,20.6,5.2,8.4,,,,heterocyclic,,,benzothiazole,Benzothiazole,,,0.7,hsp_solvents_2,
Benzotrichloride,98-07-7,,,19.4,3.2,3.2,,,,halogenated,Benzene and substituted derivatives,,benzotrichloride,Benzotrichloride,,,0.7,hsp_solvents_2,
Benzoyl Chloride,98-88-4,,,19.3,6.8,4.5,,,,halogenated,Benzene and substituted derivatives,Benzoic acids and derivatives,benzoyl chloride,Benzoyl Chloride,,,0.7,hsp_solvents_2,
Benzyl Acetate,140-11-4,,,18.3,5.7,6.0,,,,ester,Benzene and substituted derivatives,Benzyloxycarbonyls,benzyl acetate,Benzyl Acetate,,,0.7,hsp_solvents_2,
Benzyl Alcohol,100-51-6,,,18.4,6.3,13.7,,,,alcohol,,,benzyl alcohol,Benzyl Alcohol,BnOH,,0.7,hsp_solvents_2,
Benzyl Amine,100-46-9,,,19.0,4.6,9.4,,,,amine,Benzene and substituted derivatives,Phenylmethylamines,benzyl amine,Benzyl Amine,,,0.7,hsp_solvents_2,
Benzyl Benzoate,120-51-4,,,20.0,5.1,5.2,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,benzyl benzoate,Benzyl Benzoate,,,0.7,hsp_solvents_2,
Benzyl Butyl Phthalate,85-68-7,,,19.0,11.2,3.1,,,,ester,Benzene and substituted derivatives,Benzoic acids and derivatives,benzyl butyl phthalate,Benzyl Butyl Phthalate,,,0.7,hsp_solvents_2,
Benzyl Chloride,100-44-7,,,18.8,7.1,2.6,,,,halogenated,,,benzyl chloride,Benzyl Chloride,,,0.7,hsp_solvents_2,
Benzyl Ethyl Ether,539-30-0,,,18.4,3.8,3.8,,,,ether,Benzene and substituted derivatives,Benzylethers,benzyl ethyl ether,Benzyl Ethyl Ether,,,0.7,hsp_solvents_2,
Benzyl Methacrylate,2495-37-6,,,16.8,4.1,4.1,,,,ester,Benzene and substituted derivatives,Benzyloxycarbonyls,benzyl methacrylate,Benzyl Methacrylate,,,0.7,hsp_solvents_2,
Bicyclohexyl,92-51-3,,,17.0,0.0,0.0,,,,hydrocarbon,Saturated hydrocarbons,,bicyclohexyl,Bicyclohexyl,,,0.7,hsp_solvents_2,
Biphenyl,92-52-4,,,19.7,1.0,2.0,,,,aromatic,Benzene and substituted derivatives,Biphenyls and derivatives,biphenyl,Biphenyl,,,0.7,hsp_solvents_2,
Bis(Chloromethyl)Ether,542-88-1,,,17.2,8.2,7.6,,,,ether,Organochlorides,,bis(chloromethyl)ether,Bis(Chloromethyl)Ether,,,0.7,hsp_solvents_2,
Bis-(M-Phenoxyphenyl) Ether,748-30-1,,,19.6,3.1,5.1,,,,ether,Benzene and substituted derivatives,Diphenylethers,bis-(m-phenoxyphenyl) ether,Bis-(M-Phenoxyphenyl) Ether,,,0.7,hsp_solvents_2,
Bisphenol A,80-05-7,,,19.2,5.9,13.8,,,,alcohol,Benzene and substituted derivatives,Diphenylmethanes,bisphenol a,Bisphenol A,,,0.7,hsp_solvents_2,
Bisphenol-S,80-09-1,,,20.0,14.6,16.3,,,,alcohol,Benzene and substituted derivatives,Benzenesulfonyl compounds,bisphenol-s,Bisphenol-S,,,0.7,hsp_solvents_2,
Biuret,108-19-0,,,20.0,14.6,18.8,,,,amide,Carboximidic acids and derivatives,Carboximidic acids,biuret,Biuret,,,0.7,hsp_solvents_2,
Borine Carbonyl,13205-44-2,,,17.0,10.2,6.9,,,,inorganic,Organic metal salts,Organic metalloid salts,borine carbonyl,Borine Carbonyl,,,0.7,hsp_solvents_2,
Boron Trichloride,10294-34-5,,,16.6,2.5,0.0,,,,halogenated,Metalloid salts,Metalloid chlorides,boron trichloride,Boron Trichloride,,,0.7,hsp_solvents_2,
Bromine,7726-95-6,,,18.2,14.9,0.0,,,,halogenated,Homogeneous halogens,,bromine,Bromine,,,0.7,hsp_solvents_2,
Bromoacetylene,593-61-3,,,15.7,9.9,5.6,,,,halogenated,,,bromoacetylene,Bromoacetylene,,,0.7,hsp_solvents_2,
Bromobenzene,108-86-1,,,19.2,5.5,4.1,,,,halogenated,Benzene and substituted derivatives,Halobenzenes,bromobenzene,Bromobenzene,,,0.7,hsp_solvents_2,
Bromochloromethane,74-97-5,,,17.3,5.7,3.5,,,,halogenated,Alkyl halides,Halomethanes,bromochloromethane,Bromochloromethane,,,0.7,hsp_solvents_2,
Bromoethylene,593-60-2,,,15.9,6.3,5.4,,,,halogenated,,,bromoethylene,Bromoethylene,,,0.7,hsp_solvents_2,
Bromoform,75-25-2,,,20.0,5.0,7.0,,,,halogenated,,,bromoform,Bromoform,,,0.7,hsp_solvents_2,
Bromomethyl Methyl Ether,13057-17-5,,,16.9,8.5,7.0,,,,ether,Organooxygen compounds,Ethers,bromomethyl methyl ether,Bromomethyl Methyl Ether,,,0.7,hsp_solvents_2,
Bromoprene,1822-86-2,,,16.9,6.4,4.7,,,,halogenated,Vinyl halides,Vinyl bromides,bromoprene,Bromoprene,,,0.7,hsp_solvents_2,
Bromotrichloro Methane #1,75-62-7,,,18.3,0.8,0.0,,,,halogenated,Alkyl halides,Halomethanes,bromotrichloro methane #1,Bromotrichloro Methane #1,,,0.7,hsp_solvents_2,
