name_iupac,name_common,name_acronyms,cas,mol_formula,smiles,dD,dP,dH,radius,mw,bp_c,density_g_ml,cf_class,cf_subclass,ghs_hazard,processing_notes
dipropylene glycol mono n-butyl ether,Dipropylene Glycol Mono n-Butyl Ether,,29911-28-2,,,15.7,6.5,10,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 29911-28-2 from HSPiP source
dipropylene glycol mono n-propyl ether,Dipropylene Glycol Mono n-Propyl Ether,,29911-27-1,,,15.6,6.1,11,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 29911-27-1 from HSPiP source
dipropylene glycol monomethyl ether acetate,Dipropylene Glycol Monomethyl Ether Acetate,,88917-22-0,,,16.3,4.9,8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 88917-22-0 from HSPiP source
ditridecyl phthalate,Ditridecyl Phthalate,,119-06-2,,,16.6,5.4,1.9,,,,,Benzene and substituted derivatives,Benzoic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 119-06-2 from HSPiP source
divinylsulfide,Divinylsulfide,,627-51-0,,,16.5,4.6,5.6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 627-51-0 from HSPiP source
dodecanol,Dodecanol,,112-53-8,,,16,4,9.3,,,,,Fatty Acyls,Fatty alcohols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 112-53-8 from HSPiP source
dopamine,Dopamine,,51-61-6,,,18.2,10.3,19.5,,,,,Phenols,Benzenediols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 51-61-6 from HSPiP source
ecstasy,Ecstasy,,42542-10-9,,,18,5.1,6.1,,,,,Benzodioxoles,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzodioxoles | [CAS] CAS 42542-10-9 from HSPiP source
epichlorohydrin,Epichlorohydrin,,106-89-8,,,17.5,7.6,7.6,,,,,Epoxides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Epoxides | [CAS] CAS 106-89-8 from HSPiP source
epsilon-caprolactam,Epsilon-Caprolactam,,105-60-2,,,19.4,13.8,3.9,,,,,Lactams,Caprolactams,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Lactams | [CAS] CAS 105-60-2 from HSPiP source
ethanesulfonylchloride,Ethanesulfonylchloride,,594-44-5,,,17.7,14.9,6.8,,,,,Sulfonyl halides,Sulfonyl chlorides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Sulfonyl halides | [CAS] CAS 594-44-5 from HSPiP source
ethanethiol (ethyl mercaptan),Ethanethiol (Ethyl Mercaptan),,75-08-1,,,15.7,6.5,7.1,,,,,Thiols,Alkylthiols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Thiols | [CAS] CAS 75-08-1 from HSPiP source
ethanol,Ethanol,EtOH,64-17-5,,,15.8,8.8,19.4,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [NAME] Acronyms: EtOH | [CAS] CAS 64-17-5 from HSPiP source
ethanolamine,Ethanolamine,,141-43-5,,,17,15.5,21,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 141-43-5 from HSPiP source
ethoxyethyl propionate,Ethoxyethyl Propionate,,14272-48-1,,,16.2,3.3,8.8,,,,,Carboxylic acids and derivatives,Carboxylic acids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 14272-48-1 from HSPiP source
ethyl acetate,Ethyl Acetate,EtOAc; EA,141-78-6,,,15.8,5.3,7.2,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [NAME] Acronyms: EtOAc; EA | [CAS] CAS 141-78-6 from HSPiP source
ethyl aceto acetate (keto),Ethyl Aceto Acetate (Keto),,141-97-9,,,16.5,7.3,8.3,,,,,Keto acids and derivatives,Beta-keto acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Keto acids and derivatives | [CAS] CAS 141-97-9 from HSPiP source
ethyl acetylene,Ethyl Acetylene,,107-00-6,,,15.1,3.4,5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 107-00-6 from HSPiP source
ethyl acrylate,Ethyl Acrylate,,140-88-5,,,15.5,7.1,5.5,,,,,Carboxylic acids and derivatives,Acrylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 140-88-5 from HSPiP source
ethyl amine,Ethyl Amine,,75-04-7,,,15,5.6,10.7,,,,,Organonitrogen compounds,Amines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 75-04-7 from HSPiP source
ethyl amyl ketone,Ethyl Amyl Ketone,,106-68-3,,,16.2,4.5,4.1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 106-68-3 from HSPiP source
ethyl benzene,Ethyl Benzene,,100-41-4,,,17.8,0.6,1.4,,,,,Benzene and substituted derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 100-41-4 from HSPiP source
ethyl benzoate,Ethyl Benzoate,,93-89-0,,,17.9,6.2,6,,,,,Benzene and substituted derivatives,Benzoic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 93-89-0 from HSPiP source
ethyl bromide,Ethyl Bromide,,74-96-4,,,16.5,8.4,2.3,,,,,Organobromides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organobromides | [CAS] CAS 74-96-4 from HSPiP source
ethyl butyl ether,Ethyl Butyl Ether,,628-81-9,,,14.5,3.9,4.7,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 628-81-9 from HSPiP source
ethyl butyl ketone,Ethyl Butyl Ketone,,106-35-4,,,16.2,5,4.1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 106-35-4 from HSPiP source
ethyl butyrate,Ethyl Butyrate,,105-54-4,,,15.5,5.6,5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 105-54-4 from HSPiP source
ethyl capronate,Ethyl Capronate,,123-66-0,,,15.5,3.2,5.9,,,,,Fatty Acyls,Fatty acid esters,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 123-66-0 from HSPiP source
ethyl carbamate,Ethyl Carbamate,,51-79-6,,,16.8,10.1,13,,,,,Carboximidic acids and derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboximidic acids and derivatives | [CAS] CAS 51-79-6 from HSPiP source
ethyl carbylamine,Ethyl Carbylamine,,624-79-3,,,15.6,15.2,5.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 624-79-3 from HSPiP source
ethyl chloride,Ethyl Chloride,,75-00-3,,,15.7,6.1,2.9,,,,,Organochlorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organochlorides | [CAS] CAS 75-00-3 from HSPiP source
ethyl chloroformate,Ethyl Chloroformate,,541-41-3,,,16.4,11,8,,,,,Organic carbonic acids and derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic carbonic acids and derivatives | [CAS] CAS 541-41-3 from HSPiP source
ethyl cinnamate,Ethyl Cinnamate,,103-36-6,,,18.4,8.2,4.1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 103-36-6 from HSPiP source
ethyl cyanoacetate,Ethyl Cyanoacetate,,105-56-6,,,16.7,7.9,8.3,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 105-56-6 from HSPiP source
ethyl cyanoacrylate,Ethyl Cyanoacrylate,,7085-85-0,,,15.2,10.3,9,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 7085-85-0 from HSPiP source
ethyl ethynylether,Ethyl Ethynylether,,927-80-0,,,15.4,7.9,5.9,,,,,Organooxygen compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 927-80-0 from HSPiP source
ethyl fluoride,Ethyl Fluoride,,353-36-6,,,15.2,9.3,3,,,,,Organofluorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organofluorides | [CAS] CAS 353-36-6 from HSPiP source
ethyl formate,Ethyl Formate,,109-94-4,,,15.5,8.4,8.4,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 109-94-4 from HSPiP source
ethyl hypochlorite,Ethyl Hypochlorite,,624-85-1,,,15.7,8.6,6.5,,,,,Organic oxoanionic compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic oxoanionic compounds | [CAS] CAS 624-85-1 from HSPiP source
ethyl iodide,Ethyl Iodide,,75-03-6,,,17.5,7,6,,,,,Organoiodides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organoiodides | [CAS] CAS 75-03-6 from HSPiP source
ethyl isocyanate,Ethyl Isocyanate,,109-90-0,,,15.4,12,2.5,,,,,Organonitrogen compounds,Isocyanates,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 109-90-0 from HSPiP source
ethyl isopropenyl ether,Ethyl Isopropenyl Ether,,926-66-9,,,14.8,3.5,5.1,,,,,Organooxygen compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 926-66-9 from HSPiP source
ethyl isothiocyanate,Ethyl Isothiocyanate,,542-85-8,,,17.2,14.7,9,,,,,Isothiocyanates,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Isothiocyanates | [CAS] CAS 542-85-8 from HSPiP source
ethyl lactate,Ethyl Lactate,,97-64-3,,,16,7.6,12.5,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 97-64-3 from HSPiP source
ethyl methacrylate,Ethyl Methacrylate,,97-63-2,,,15.8,7.2,7.5,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 97-63-2 from HSPiP source
methylsulfanylethane,Ethyl Methyl Sulfide,,624-89-5,,,17.1,4.8,2.5,,,,,Thioethers,Dialkylthioethers,,[NAME] name_iupac from PubChem pipeline | [CLASS] ClassyFire from pipeline: Thioethers | [CAS] CAS 624-89-5 validated by pipeline
ethyl oleate,Ethyl Oleate,,111-62-6,,,16.2,3.2,4,,,,,Fatty Acyls,Fatty acid esters,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fatty Acyls | [CAS] CAS 111-62-6 from HSPiP source
ethyl propionate,Ethyl Propionate,,105-37-3,,,15.5,6.1,4.9,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 105-37-3 from HSPiP source
ethyl thiocyanate,Ethyl Thiocyanate,,542-90-5,,,15.4,13.4,5.4,,,,,Thiocyanates,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Thiocyanates | [CAS] CAS 542-90-5 from HSPiP source
ethyl vinylether,Ethyl Vinylether,,109-92-2,,,14.9,4.9,5.6,,,,,Organooxygen compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 109-92-2 from HSPiP source
ethyl vinylketone,Ethyl Vinylketone,,1629-58-9,,,15.8,11.3,4.5,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 1629-58-9 from HSPiP source
ethyl-1-propynylether,Ethyl-1-Propynylether,,14273-06-4,,,15.9,6.4,5.4,,,,,Organooxygen compounds,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 14273-06-4 from HSPiP source
ethylene,Ethylene,,74-85-1,,,15,2,3.8,,,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Unsaturated hydrocarbons | [CAS] CAS 74-85-1 from HSPiP source
ethylene carbonate,Ethylene Carbonate,EC,96-49-1,,,18,21.7,5.1,,,,,Organic carbonic acids and derivatives,Carbonic acid diesters,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic carbonic acids and derivatives | [NAME] Acronyms: EC | [CAS] CAS 96-49-1 from HSPiP source
ethylene chlorohydrin,Ethylene Chlorohydrin,,107-07-3,,,16.9,8.8,17.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 107-07-3 from HSPiP source
ethylene cyanohydrin,Ethylene Cyanohydrin,,109-78-4,,,17.2,18.8,17.6,,,,,Organonitrogen compounds,Organic cyanides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 109-78-4 from HSPiP source
ethylene dibromide,Ethylene Dibromide,,106-93-4,,,19.2,3.5,8.6,,,,,Organobromides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organobromides | [CAS] CAS 106-93-4 from HSPiP source
ethylene dichloride,Ethylene Dichloride,,107-06-2,,,18,7.4,4.1,,,,,Organochlorides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organochlorides | [CAS] CAS 107-06-2 from HSPiP source
ethylene dinitrate,Ethylene Dinitrate,,628-96-6,,,16.2,18,6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 628-96-6 from HSPiP source
ethylene glycol,Ethylene Glycol,EG,107-21-1,,,17,11,26,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [NAME] Acronyms: EG | [CAS] CAS 107-21-1 from HSPiP source
ethylene glycol butyl ether acetate,Ethylene Glycol Butyl Ether Acetate,,112-07-2,,,15.3,7.5,6.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 112-07-2 from HSPiP source
ethylene glycol butyl ethyl ether,Ethylene Glycol Butyl Ethyl Ether,,4413-13-2,,,15.3,4.9,4.6,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 4413-13-2 from HSPiP source
ethylene glycol butyl methyl ether,Ethylene Glycol Butyl Methyl Ether,,13343-98-1,,,15.5,5.2,4.9,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 13343-98-1 from HSPiP source
ethylene glycol di-t-butyl ether,Ethylene Glycol Di-t-Butyl Ether,,26547-47-7,,,14.7,4.1,8.2,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 26547-47-7 from HSPiP source
ethylene glycol diacetate,Ethylene Glycol Diacetate,,111-55-7,,,16.2,4.7,9.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 111-55-7 from HSPiP source
ethylene glycol dibutyl ether,Ethylene Glycol Dibutyl Ether,,112-48-1,,,15.7,4.5,4.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 112-48-1 from HSPiP source
ethylene glycol diethyl ether,Ethylene Glycol Diethyl Ether,,629-14-1,,,15.4,5.4,5.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 629-14-1 from HSPiP source
ethylene glycol dimethyl ether,Ethylene Glycol Dimethyl Ether,,110-71-4,,,15.4,6.3,6,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 110-71-4 from HSPiP source
ethylene glycol methyl t-butyl ether,Ethylene Glycol Methyl t-Butyl Ether,,66728-50-5,,,15.3,5.1,8.2,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 66728-50-5 from HSPiP source
ethylene glycol mono 2-ethyl hexyl ether,Ethylene Glycol Mono 2-Ethyl Hexyl Ether,,1559-35-9,,,16,4.1,10.5,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 1559-35-9 from HSPiP source
ethylene glycol mono benzyl ether,Ethylene Glycol Mono Benzyl Ether,,622-08-2,,,17.8,5.9,12.2,,,,,Benzene and substituted derivatives,Benzylethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 622-08-2 from HSPiP source
ethylene glycol mono ethyl ether acrylate,Ethylene Glycol Mono Ethyl Ether Acrylate,,106-74-1,,,15.9,5.1,9.3,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 106-74-1 from HSPiP source
ethylene glycol mono n-hexyl ether,Ethylene Glycol Mono n-Hexyl Ether,,112-25-4,,,16,5,11.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 112-25-4 from HSPiP source
ethylene glycol mono n-propyl ether,Ethylene Glycol Mono n-Propyl Ether,,2807-30-9,,,16.1,8.7,13.5,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 2807-30-9 from HSPiP source
ethylene glycol mono t-butyl ether,Ethylene Glycol Mono t-Butyl Ether,,7580-85-0,,,15.3,6.1,10.8,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 7580-85-0 from HSPiP source
ethylene glycol monobutyl ether,Ethylene Glycol Monobutyl Ether,,111-76-2,,,16,5.1,12.3,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 111-76-2 from HSPiP source
ethylene glycol monoethyl ether,Ethylene Glycol Monoethyl Ether,,110-80-5,,,15.9,7.2,14,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 110-80-5 from HSPiP source
ethylene glycol monoethyl ether acetate,Ethylene Glycol Monoethyl Ether Acetate,,111-15-9,,,15.9,4.7,10.6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 111-15-9 from HSPiP source
ethylene glycol monoisobutyl ether,Ethylene Glycol Monoisobutyl Ether,,4439-24-1,,,15.2,4.9,9.6,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 4439-24-1 from HSPiP source
ethylene glycol monoisopropyl ether,Ethylene Glycol Monoisopropyl Ether,,109-59-1,,,16,8.2,13.1,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 109-59-1 from HSPiP source
ethylene glycol monomethyl ether,Ethylene Glycol Monomethyl Ether,,109-86-4,,,16,8.2,15,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 109-86-4 from HSPiP source
ethylene glycol monomethyl ether acetate,Ethylene Glycol Monomethyl Ether Acetate,,110-49-6,,,15.9,5.5,11.6,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 110-49-6 from HSPiP source
ethylene glycol sulfite,Ethylene Glycol Sulfite,,3741-38-6,,,20,15.9,5.1,,,,,Organic oxoanionic compounds,Organic sulfites,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic oxoanionic compounds | [CAS] CAS 3741-38-6 from HSPiP source
ethylene methyl sulfonate,Ethylene Methyl Sulfonate,,4672-49-5,,,16.9,9.3,9.6,,,,,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic sulfonic acids and derivatives | [CAS] CAS 4672-49-5 from HSPiP source
ethylene oxide,Ethylene Oxide,,75-21-8,,,15.6,10,11,,,,,Epoxides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Epoxides | [CAS] CAS 75-21-8 from HSPiP source
ethylene sulfide,Ethylene Sulfide,,420-12-2,,,19.3,9,6.5,,,,,Thiiranes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Thiiranes | [CAS] CAS 420-12-2 from HSPiP source
ethylenediamine,Ethylenediamine,,107-15-3,,,16.6,8.8,17,,,,,Organonitrogen compounds,Amines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 107-15-3 from HSPiP source
ethyleneimine,Ethyleneimine,,151-56-4,,,17.7,11,9.8,,,,,Aziridines,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Aziridines | [CAS] CAS 151-56-4 from HSPiP source
ethylidene acetone,Ethylidene Acetone,,625-33-2,,,16.2,12.1,4.5,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 625-33-2 from HSPiP source
ethynyl methyl ether,Ethynyl Methyl Ether,,6443-91-0,,,15.8,8.1,6.5,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 6443-91-0 from HSPiP source
ethynyl propyl ether,Ethynyl Propyl Ether,,42842-08-0,,,15.4,3.8,5.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 42842-08-0 from HSPiP source
eugenol,Eugenol,,97-53-0,,,19,7.5,13,,,,,Phenols,Methoxyphenols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 97-53-0 from HSPiP source
fenchene(a),Fenchene(A),,471-84-1,,,16.9,1.5,3.1,,,,,Prenol lipids,Monoterpenoids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Prenol lipids | [CAS] CAS 471-84-1 from HSPiP source
ferulic acid,Ferulic Acid,,1135-24-6,,,19,6.6,15.1,,,,,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Cinnamic acids and derivatives | [CAS] CAS 1135-24-6 from HSPiP source
fluorene,Fluorene,,86-73-7,,,21.3,1.7,1.7,,,,,Fluorenes,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Fluorenes | [CAS] CAS 86-73-7 from HSPiP source
fluorobenzene,Fluorobenzene,,462-06-6,,,18.1,6.1,2,,,,,Benzene and substituted derivatives,Halobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 462-06-6 from HSPiP source
fluoroethylene,Fluoroethylene,,75-02-5,,,15.2,7,1,,,,,Vinyl halides,Vinyl fluorides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Vinyl halides | [CAS] CAS 75-02-5 from HSPiP source
fluoromethane,Fluoromethane,,593-53-3,,,13.4,10.6,9.5,,,,,Alkyl halides,Halomethanes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Alkyl halides | [CAS] CAS 593-53-3 from HSPiP source
fluoroprene,Fluoroprene,,381-61-3,,,14.2,5.8,1,,,,,Vinyl halides,Vinyl fluorides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Vinyl halides | [CAS] CAS 381-61-3 from HSPiP source
