name_iupac,name_common,name_acronyms,cas,mol_formula,smiles,dD,dP,dH,radius,mw,bp_c,density_g_ml,cf_class,cf_subclass,ghs_hazard,processing_notes
3-chlorobenzylchloride,3-Chlorobenzylchloride,,620-20-2,,,19.9,9.3,2.6,,,,,Benzene and substituted derivatives,Benzyl halides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 620-20-2 from HSPiP source
3-chloropropionaldehyde,3-Chloropropionaldehyde,,19434-65-2,,,17,13.3,8.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 19434-65-2 from HSPiP source
3-chloropropionitrile,3-Chloropropionitrile,,542-76-7,,,17.3,15.9,6.1,,,,,Organonitrogen compounds,Organic cyanides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 542-76-7 from HSPiP source
3-chloropropyne,3-Chloropropyne,,624-65-7,,,16.7,7.4,2.3,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 624-65-7 from HSPiP source
3-ethoxy propionaldehyde,3-Ethoxy Propionaldehyde,,2806-85-1,,,16,8.8,7.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 2806-85-1 from HSPiP source
3-heptanol,3-Heptanol,,589-82-2,,,15.9,5.4,11.7,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 589-82-2 from HSPiP source
3-hydroxy tetrahydrofuran,3-Hydroxy Tetrahydrofuran,THF,453-20-3,,,18.9,9.4,16.3,,,,,Tetrahydrofurans,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Tetrahydrofurans | [NAME] Acronyms: THF | [CAS] CAS 453-20-3 from HSPiP source
3-methoxy butanol,3-Methoxy Butanol,,2517-43-3,,,15.3,5.4,13.6,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 2517-43-3 from HSPiP source
3-methoxy butyl acetate,3-Methoxy Butyl Acetate,,4435-53-4,,,15.3,4.1,8.1,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 4435-53-4 from HSPiP source
3-methoxy-3-methyl butanol,3-Methoxy-3-Methyl Butanol,,56539-66-3,,,16,6.3,12.9,,,,,Organooxygen compounds,Ethers,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 56539-66-3 from HSPiP source
3-methoxypropionitrile,3-Methoxypropionitrile,,110-67-8,,,16.6,14.4,7.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 110-67-8 from HSPiP source
3-methyl allyl alcohol,3-Methyl Allyl Alcohol,,504-61-0,,,16,6,15.5,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 504-61-0 from HSPiP source
3-methyl cyclohexanol (mix),3-Methyl Cyclohexanol (Mix),,591-23-1,,,17.2,6.4,12.5,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 591-23-1 from HSPiP source
3-methyl cyclohexanone,3-Methyl Cyclohexanone,,591-24-2,,,17.7,7.7,4.7,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 591-24-2 from HSPiP source
3-methyl isoxazole,3-Methyl Isoxazole,,30842-90-1,,,19.4,14.8,11.8,,,,,Azoles,Isoxazoles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Azoles | [CAS] CAS 30842-90-1 from HSPiP source
"3-methyl-1,2-butadiene","3-Methyl-1,2-Butadiene",,598-25-4,,,15.1,2.5,4.5,,,,,Unsaturated hydrocarbons,Branched unsaturated hydrocarbons,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Unsaturated hydrocarbons | [CAS] CAS 598-25-4 from HSPiP source
3-methyl-1-butene,3-Methyl-1-Butene,,563-45-1,,,14,1.4,3.8,,,,,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Unsaturated hydrocarbons | [CAS] CAS 563-45-1 from HSPiP source
3-methyl-2-butanol,3-Methyl-2-Butanol,,598-75-4,,,15.6,5.2,13.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 598-75-4 from HSPiP source
3-methyl-3-methoxy butyl acetate,3-Methyl-3-Methoxy Butyl Acetate,,103429-90-9,,,15.3,3.8,7.7,,,,,Carboxylic acids and derivatives,Carboxylic acid derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 103429-90-9 from HSPiP source
3-n-butyl toluene,3-n-Butyl Toluene,,1595-04-6,,,17.4,0.1,1,,,,,Benzene and substituted derivatives,Toluenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 1595-04-6 from HSPiP source
3-nitroaniline,3-Nitroaniline,,99-09-2,,,21.4,17.7,10.6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 99-09-2 from HSPiP source
"4,4'-methylenebis(phenylisocyanate)","4,4'-Methylenebis(Phenylisocyanate)",,101-68-8,,,19.5,4.1,1.7,,,,,Benzene and substituted derivatives,Diphenylmethanes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 101-68-8 from HSPiP source
4-(trifluoromethyl) acetophenone,4-(Trifluoromethyl) Acetophenone,,709-63-7,,,18.8,6.1,3.5,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 709-63-7 from HSPiP source
4-aminopyridine,4-Aminopyridine,,504-24-5,,,20.4,16.1,12.9,,,,,Pyridines and derivatives,Aminopyridines and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Pyridines and derivatives | [CAS] CAS 504-24-5 from HSPiP source
"4-bromo-1,2-butadiene","4-Bromo-1,2-Butadiene",,18668-68-3,,,17,6.5,4.7,,,,,Organobromides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organobromides | [CAS] CAS 18668-68-3 from HSPiP source
4-bromo-1-butene,4-Bromo-1-Butene,,5162-44-7,,,16.5,6,4.5,,,,,Organobromides,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organobromides | [CAS] CAS 5162-44-7 from HSPiP source
"4-chloro-1,2-butadiene","4-Chloro-1,2-Butadiene",,25790-55-0,,,16.6,8,6.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 25790-55-0 from HSPiP source
4-chloro-2-nitrotoluene,4-Chloro-2-Nitrotoluene,,89-59-8,,,19.9,11.8,3.8,,,,,Benzene and substituted derivatives,Nitrobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 89-59-8 from HSPiP source
4-chloroanisole,4-Chloroanisole,,623-12-1,,,19.6,7.8,6.7,,,,,Phenol ethers,Anisoles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenol ethers | [CAS] CAS 623-12-1 from HSPiP source
4-chlorobenzaldehyde,4-Chlorobenzaldehyde,,104-88-1,,,19.9,7.2,5.6,,,,,Benzene and substituted derivatives,Benzoyl derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 104-88-1 from HSPiP source
4-chlorobenzonitrile,4-Chlorobenzonitrile,,623-03-0,,,19.5,8,4.1,,,,,Benzene and substituted derivatives,Benzonitriles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 623-03-0 from HSPiP source
4-chlorobenzotrichloride,4-Chlorobenzotrichloride,,5216-25-1,,,20.3,5.5,3.5,,,,,Benzene and substituted derivatives,Halobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 5216-25-1 from HSPiP source
4-chlorobenzyl alcohol,4-Chlorobenzyl Alcohol,,873-76-7,,,19.6,7.5,13,,,,,Benzene and substituted derivatives,Benzyl alcohols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 873-76-7 from HSPiP source
4-chlorothiophenol,4-Chlorothiophenol,,106-54-7,,,20.8,8.6,10.6,,,,,Thiophenols,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Thiophenols | [CAS] CAS 106-54-7 from HSPiP source
4-ethoxy acetophenone,4-Ethoxy Acetophenone,,1676-63-7,,,18.8,10.3,6.4,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 1676-63-7 from HSPiP source
4-ethyl morpholine,4-Ethyl Morpholine,,100-74-3,,,17.7,5,6.6,,,,,Oxazinanes,Morpholines,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Oxazinanes | [CAS] CAS 100-74-3 from HSPiP source
4-ethyl phenol,4-Ethyl Phenol,,123-07-9,,,18.3,5.2,12.6,,,,,Phenols,1-hydroxy-2-unsubstituted benzenoids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 123-07-9 from HSPiP source
"4-ethyl-1,3-dioxolane-2-one","4-Ethyl-1,3-Dioxolane-2-One",,4437-85-8,,,17.5,9.8,3,,,,,Organic carbonic acids and derivatives,Carbonic acid diesters,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organic carbonic acids and derivatives | [CAS] CAS 4437-85-8 from HSPiP source
4-fluoro-3-nitrobenzofluoride,4-Fluoro-3-Nitrobenzofluoride,,364-74-9,,,19.4,7.2,3.7,,,,,Benzene and substituted derivatives,Nitrobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 364-74-9 from HSPiP source
4-fluoropropiophenone,4-Fluoropropiophenone,,582-83-2,,,19.6,7.1,3.5,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 582-83-2 from HSPiP source
4-hydroxy benzaldehyde,4-Hydroxy Benzaldehyde,,123-08-0,,,19.4,15.2,14.5,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 123-08-0 from HSPiP source
4-hydroxycinnamic acid,4-Hydroxycinnamic Acid,,7400-08-0,,,19.1,6.7,15.9,,,,,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Cinnamic acids and derivatives | [CAS] CAS 7400-08-0 from HSPiP source
"4-iodo-1,2-butadiene","4-Iodo-1,2-Butadiene",,29871-57-6,,,17.4,6.3,6.2,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 29871-57-6 from HSPiP source
4-methoxy acetophenone,4-Methoxy Acetophenone,,100-06-1,,,18.9,11.2,7,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 100-06-1 from HSPiP source
4-methoxy benzonitrile,4-Methoxy Benzonitrile,,874-90-8,,,19.4,16.7,5.4,,,,,Benzene and substituted derivatives,Benzonitriles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 874-90-8 from HSPiP source
4-methyl cyclohexanol (mix),4-Methyl Cyclohexanol (Mix),,589-91-3,,,17.2,6.3,12.5,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 589-91-3 from HSPiP source
4-nitrophenol,4-Nitrophenol,,100-02-7,,,20,14.5,14.2,,,,,Phenols,Nitrophenols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenols | [CAS] CAS 100-02-7 from HSPiP source
4-pentenal,4-Pentenal,,2100-17-6,,,15.5,8.1,6.8,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 2100-17-6 from HSPiP source
4-vinyl pyridine,4-Vinyl Pyridine,,100-43-6,,,18.1,7.2,6.8,,,,,Pyridines and derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Pyridines and derivatives | [CAS] CAS 100-43-6 from HSPiP source
"5,6-dihydroxyindole","5,6-Dihydroxyindole",,3131-52-0,,,19.5,8.8,17.9,,,,,Indoles and derivatives,Hydroxyindoles,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Indoles and derivatives | [CAS] CAS 3131-52-0 from HSPiP source
"5,6-dihydroxyindole-2-carboxylic acid","5,6-Dihydroxyindole-2-Carboxylic Acid",,4790-08-03 00:00:00,,,19.5,8.1,17.7,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 4790-08-03 00:00:00 from HSPiP source
"5,6-indolequinone","5,6-Indolequinone",,NA,,,19.5,9.3,7.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS NA from HSPiP source
"5,6-indolequinone-2-carboxylic acid","5,6-Indolequinone-2-Carboxylic Acid",,NA,,,19.5,8.3,10.6,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS NA from HSPiP source
5-bromo-2-nitrobenzotrifluoride,5-Bromo-2-Nitrobenzotrifluoride,,344-38-7,,,20,6,4.9,,,,,Benzene and substituted derivatives,Trifluoromethylbenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 344-38-7 from HSPiP source
6-chloro-2-nitrotoluene,6-Chloro-2-Nitrotoluene,,83-42-1,,,20.3,9.6,3.8,,,,,Benzene and substituted derivatives,Nitrobenzenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 83-42-1 from HSPiP source
"9,10-anthraquinone","9,10-Anthraquinone",,84-65-1,,,20.3,7.6,4.8,,,,,Anthracenes,Anthraquinones,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Anthracenes | [CAS] CAS 84-65-1 from HSPiP source
"9,10-phenanthrenequinone","9,10-Phenanthrenequinone",,84-11-7,,,20.3,17.1,4.8,,,,,Phenanthrenes and derivatives,Phenanthraquinones,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Phenanthrenes and derivatives | [CAS] CAS 84-11-7 from HSPiP source
a-methyl styrene,a-Methyl Styrene,,98-83-9,,,18.5,2.4,2.4,,,,,Benzene and substituted derivatives,Phenylpropenes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 98-83-9 from HSPiP source
acetaldehyde,Acetaldehyde,,75-07-0,,,14.7,12.5,7.9,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 75-07-0 from HSPiP source
acetaldoxime,Acetaldoxime,,107-29-9,,,16.3,4,20.2,,,,,Organonitrogen compounds,Oximes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 107-29-9 from HSPiP source
acetamide,Acetamide,,60-35-5,,,17.3,18.7,19.3,,,,,Carboximidic acids and derivatives,Carboximidic acids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboximidic acids and derivatives | [CAS] CAS 60-35-5 from HSPiP source
acetanilide,Acetanilide,,103-84-4,,,20.6,14.4,13.5,,,,,Benzene and substituted derivatives,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 103-84-4 from HSPiP source
acetic acid,Acetic Acid,AcOH; HOAc,64-19-7,,,14.5,8,13.5,,,,,Carboxylic acids and derivatives,Carboxylic acids,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [NAME] Acronyms: AcOH; HOAc | [CAS] CAS 64-19-7 from HSPiP source
acetic anhydride,Acetic Anhydride,Ac2O,108-24-7,,,16,11.7,10.2,,,,,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [NAME] Acronyms: Ac2O | [CAS] CAS 108-24-7 from HSPiP source
acetone,Acetone,,67-64-1,,,15.5,10.4,7,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 67-64-1 from HSPiP source
acetonecyanhydrin,Acetonecyanhydrin,,75-86-5,,,16.6,12.2,15.5,,,,,Organooxygen compounds,Alcohols and polyols,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 75-86-5 from HSPiP source
acetonemethyloxime,Acetonemethyloxime,,3376-35-0,,,14.7,4.6,4.6,,,,,Organonitrogen compounds,Oximes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 3376-35-0 from HSPiP source
acetonitrile,Acetonitrile,MeCN; ACN,75-05-8,,,15.3,18,6.1,,,,,Organonitrogen compounds,Organic cyanides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [NAME] Acronyms: MeCN; ACN | [CAS] CAS 75-05-8 from HSPiP source
acetophenone,Acetophenone,,98-86-2,,,18.8,9,4,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 98-86-2 from HSPiP source
acetoxime,Acetoxime,,127-06-0,,,16.3,3.7,10.9,,,,,Organonitrogen compounds,Oximes,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organonitrogen compounds | [CAS] CAS 127-06-0 from HSPiP source
acetyl salicylic acid,Acetyl Salicylic Acid,,50-78-2,,,19,6.9,9.7,,,,,Benzene and substituted derivatives,Benzoic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Benzene and substituted derivatives | [CAS] CAS 50-78-2 from HSPiP source
acetyl triethyl citrate,Acetyl Triethyl Citrate,,77-89-4,,,16.6,3.5,8.6,,,,,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Carboxylic acids and derivatives | [CAS] CAS 77-89-4 from HSPiP source
acetylacetone,Acetylacetone,,123-54-6,,,16.1,10,6.2,,,,,Organooxygen compounds,Carbonyl compounds,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Organooxygen compounds | [CAS] CAS 123-54-6 from HSPiP source
acetylbromide,Acetylbromide,,506-96-7,,,16.7,10.6,5.2,,,,,Acyl halides,Acyl bromides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Acyl halides | [CAS] CAS 506-96-7 from HSPiP source
acetylchloride,Acetylchloride,,75-36-5,,,16.2,11.2,5.8,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 75-36-5 from HSPiP source
acetylene (ethyne),Acetylene (Ethyne),,74-86-2,,,14.4,4.2,11.9,,,,,,,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire not available | [CAS] CAS 74-86-2 from HSPiP source
acetylfluoride,Acetylfluoride,,557-99-3,,,14.7,14,5.7,,,,,Acyl halides,Acyl fluorides,,[NAME] name_iupac: no pipeline enrichment; using lowercase common name | [CLASS] ClassyFire from cache: Acyl halides | [CAS] CAS 557-99-3 from HSPiP source
